,-333,-222,-13,-11,0,1,2,10,11
-13,19.0,2.0,644.0,15.0,12.0,15.0,0.0,1.0,0.0
-11,17.0,0.0,12.0,647.0,5.0,40.0,2.0,2.0,0.0
-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0,7.0,2.0,8.0,13.0,366.0,55.0,9.0,26.0,7.0
1,14.0,5.0,0.0,16.0,29.0,888.0,57.0,21.0,30.0
2,1.0,0.0,0.0,0.0,0.0,133.0,142.0,3.0,30.0
3,0.0,0.0,0.0,0.0,0.0,5.0,38.0,0.0,10.0
4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
10,2.0,1.0,0.0,1.0,1.0,10.0,3.0,342.0,74.0
11,0.0,0.0,0.0,0.0,0.0,4.0,2.0,49.0,130.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0
